"from","to","weight"
"BRAY, D","ROBERTS, K","0.2"
"LEWIS, J","ROBERTS, K","0.2"
"RAFF, M","ROBERTS, K","0.2"
"ALBERTS, B","WATSON, J","0.2"
"BRAY, D","WATSON, J","0.2"
"LEWIS, J","WATSON, J","0.2"
"RAFF, M","WATSON, J","0.2"
"ROBERTS, K","WATSON, J","0.2"
"ALDOUS, D","PITTEL, B","1"
"ALEKSIEJUK, A","HOLYST, J","0.5"
"ALEKSIEJUK, A","STAUFFER, D","0.5"
"HOLYST, J","STAUFFER, D","0.5"
"ALLARIA, E","ARECCHI, F","0.333333"
"ALLARIA, E","DIGARBO, A","0.333333"
"ARECCHI, F","DIGARBO, A","0.333333"
"ALLARIA, E","MEUCCI, R","0.333333"
"ARECCHI, F","MEUCCI, R","0.333333"
"DIGARBO, A","MEUCCI, R","0.333333"
"BARABASI, A","ALMAAS, E","0.75"
"ALMAAS, E","KOVACS, B","0.25"
"BARABASI, A","KOVACS, B","0.25"
"ALMAAS, E","VICSEK, T","0.25"
"KOVACS, B","VICSEK, T","0.25"
"BARABASI, A","VICSEK, T","1.85833"
"JEONG, H","VICSEK, T","0.775"
"ALMAAS, E","OLTVAI, Z","0.25"
"KOVACS, B","OLTVAI, Z","0.25"
"VICSEK, T","OLTVAI, Z","0.625"
"BARABASI, A","OLTVAI, Z","2.99167"
"JEONG, H","OLTVAI, Z","1.15833"
"ALBERT, R","OLTVAI, Z","0.25"
"ALMAAS, E","KRAPIVSKY, P","0.5"
"ALMAAS, E","REDNER, S","0.5"
"KRAPIVSKY, P","REDNER, S","3.83333"
"ALMAAS, E","KULKARNI, R","1"
"ALMAAS, E","STROUD, D","1"
"KULKARNI, R","STROUD, D","1"
"ALON, N","YUSTER, R","0.5"
"ALON, N","ZWICK, U","0.5"
"YUSTER, R","ZWICK, U","0.5"
"ALON, U","SURETTE, M","0.47619"
"ALON, U","BARKAI, N","0.333333"
"SURETTE, M","BARKAI, N","0.333333"
"ALON, U","LEIBER, S","0.333333"
"SURETTE, M","LEIBER, S","0.333333"
"BARKAI, N","LEIBER, S","0.333333"
"ALTER, O","BROWN, P","0.5"
"ALTER, O","BOTSTEIN, D","0.5"
"BROWN, P","BOTSTEIN, D","0.5"
"AMARAL, L","SCALA, A","0.833333"
"AMARAL, L","BARTHELEMY, M","2.16667"
"SCALA, A","BARTHELEMY, M","0.833333"
"AMARAL, L","STANLEY, H","0.916667"
"SCALA, A","STANLEY, H","0.333333"
"BARTHELEMY, M","STANLEY, H","0.666667"
"AMENGUAL, A","HERNANDEZGARCIA, E","0.333333"
"AMENGUAL, A","MONTAGNE, R","0.333333"
"HERNANDEZGARCIA, E","MONTAGNE, R","0.333333"
"AMENGUAL, A","SANMIGUEL, M","0.333333"
"HERNANDEZGARCIA, E","SANMIGUEL, M","0.333333"
"MONTAGNE, R","SANMIGUEL, M","0.333333"
"ANCELMEYERS, L","NEWMAN, M","0.333333"
"STAUFFER, D","NEWMAN, M","1"
"ANCELMEYERS, L","MARTIN, M","0.333333"
"NEWMAN, M","MARTIN, M","0.333333"
"ANCELMEYERS, L","SCHRAG, S","0.333333"
"NEWMAN, M","SCHRAG, S","0.333333"
"MARTIN, M","SCHRAG, S","0.333333"
"ANDERSON, C","WASSERMAN, S","0.5"
"ANDERSON, C","CROUCH, B","0.5"
"WASSERMAN, S","CROUCH, B","0.5"
"ANDERSON, P","ARROW, K","0.5"
"ANDERSON, P","PINES, D","0.5"
"ARROW, K","PINES, D","0.5"
"ANDERSON, R","MAY, R","2.5"
"KRAPIVSKY, P","ANTAL, T","1"
"APIC, G","GOUGH, J","0.5"
"APIC, G","TEICHMANN, S","0.5"
"GOUGH, J","TEICHMANN, S","0.5"
"ARENAS, A","CABRALES, A","0.5"
"ARENAS, A","DIAZGUILERA, A","2.66667"
"CABRALES, A","DIAZGUILERA, A","0.5"
"ARENAS, A","GUIMERA, R","2.33333"
"CABRALES, A","GUIMERA, R","0.5"
"DIAZGUILERA, A","GUIMERA, R","2.33333"
"AMARAL, L","GUIMERA, R","1.83333"
"ARENAS, A","VEGAREDONDO, F","0.5"
"CABRALES, A","VEGAREDONDO, F","0.5"
"DIAZGUILERA, A","VEGAREDONDO, F","0.5"
"GUIMERA, R","VEGAREDONDO, F","0.5"
"ARENAS, A","DANON, L","0.5"
"DIAZGUILERA, A","DANON, L","0.5"
"GUIMERA, R","DANON, L","0.5"
"ARENAS, A","GLEISER, P","0.25"
"DANON, L","GLEISER, P","1.25"
"DIAZGUILERA, A","GLEISER, P","0.25"
"GUIMERA, R","GLEISER, P","0.25"
"ASHWIN, P","BUESCU, J","0.5"
"ASHWIN, P","STEWART, I","0.5"
"BUESCU, J","STEWART, I","0.5"
"ATAY, F","JOST, J","0.5"
"ATAY, F","WENDE, A","0.5"
"JOST, J","WENDE, A","0.5"
"AUMANN, R","HART, S","1"
"BADER, G","HOGUE, C","1"
"BAIESI, M","PACZUSKI, M","1"
"BAIRD, D","ULANOWICZ, R","1"
"BAKER, W","FAULKNER, R","1"
"BAK, P","SNEPPEN, K","1"
"NEWMAN, M","SNEPPEN, K","1"
"BALL, F","MOLLISON, D","0.5"
"BALL, F","SCALIATOMBA, G","0.5"
"MOLLISON, D","SCALIATOMBA, G","0.5"
"BANAVAR, J","MARITAN, A","0.7"
"BANAVAR, J","RINALDO, A","0.5"
"MARITAN, A","RINALDO, A","0.75"
"BANKS, D","CARLEY, K","1"
"BARABASI, A","BIANCONI, G","1.33333"
"ALBERT, R","BIANCONI, G","0.333333"
"JEONG, H","BIANCONI, G","0.333333"
"BARABASI, A","RAVASZ, E","2.275"
"JEONG, H","RAVASZ, E","0.525"
"VICSEK, T","RAVASZ, E","1.025"
"OLTVAI, Z","RAVASZ, E","0.375"
"BARABASI, A","NEDA, Z","1.025"
"JEONG, H","NEDA, Z","1.025"
"RAVASZ, E","NEDA, Z","0.525"
"VICSEK, T","NEDA, Z","0.525"
"OLTVAI, Z","NEDA, Z","0.125"
"BARABASI, A","SCHUBERT, A","0.525"
"JEONG, H","SCHUBERT, A","0.525"
"RAVASZ, E","SCHUBERT, A","0.525"
"NEDA, Z","SCHUBERT, A","0.525"
"VICSEK, T","SCHUBERT, A","0.525"
"OLTVAI, Z","SCHUBERT, A","0.125"
"BARAHONA, M","PECORA, L","1"
"BARBOUR, A","REINERT, G","1"
"BARJOSEPH, Z","GERBER, G","0.111111"
"BARJOSEPH, Z","LEE, T","0.111111"
"GERBER, G","LEE, T","0.111111"
"BARJOSEPH, Z","RINALDI, N","0.111111"
"GERBER, G","RINALDI, N","0.111111"
"LEE, T","RINALDI, N","0.111111"
"BARJOSEPH, Z","YOO, J","0.111111"
"GERBER, G","YOO, J","0.111111"
"LEE, T","YOO, J","0.111111"
"RINALDI, N","YOO, J","0.111111"
"BARJOSEPH, Z","ROBERT, F","0.111111"
"GERBER, G","ROBERT, F","0.111111"
"LEE, T","ROBERT, F","0.111111"
"RINALDI, N","ROBERT, F","0.111111"
"YOO, J","ROBERT, F","0.111111"
"BARJOSEPH, Z","GORDON, D","0.111111"
"GERBER, G","GORDON, D","0.111111"
"LEE, T","GORDON, D","0.111111"
"RINALDI, N","GORDON, D","0.111111"
"YOO, J","GORDON, D","0.111111"
"ROBERT, F","GORDON, D","0.111111"
"BARJOSEPH, Z","FRAENKEL, E","0.111111"
"GERBER, G","FRAENKEL, E","0.111111"
"LEE, T","FRAENKEL, E","0.111111"
"RINALDI, N","FRAENKEL, E","0.111111"
"YOO, J","FRAENKEL, E","0.111111"
"ROBERT, F","FRAENKEL, E","0.111111"
"GORDON, D","FRAENKEL, E","0.111111"
"BARJOSEPH, Z","JAAKKOLA, T","0.111111"
"GERBER, G","JAAKKOLA, T","0.111111"
"LEE, T","JAAKKOLA, T","0.111111"
"RINALDI, N","JAAKKOLA, T","0.111111"
"YOO, J","JAAKKOLA, T","0.111111"
"ROBERT, F","JAAKKOLA, T","0.111111"
"GORDON, D","JAAKKOLA, T","0.111111"
"FRAENKEL, E","JAAKKOLA, T","0.111111"
"BARJOSEPH, Z","YOUNG, R","0.111111"
"GERBER, G","YOUNG, R","0.111111"
"LEE, T","YOUNG, R","0.111111"
"RINALDI, N","YOUNG, R","0.111111"
"YOO, J","YOUNG, R","0.111111"
"ROBERT, F","YOUNG, R","0.111111"
"GORDON, D","YOUNG, R","0.111111"
"FRAENKEL, E","YOUNG, R","0.111111"
"JAAKKOLA, T","YOUNG, R","0.111111"
"BARTHELEMY, M","BARRAT, A","1.16667"
"BARRAT, A","PASTORSATORRAS, R","0.666667"
"BARTHELEMY, M","PASTORSATORRAS, R","0.666667"
"DIAZGUILERA, A","PASTORSATORRAS, R","0.833333"
"ARENAS, A","PASTORSATORRAS, R","0.333333"
"BARRAT, A","VESPIGNANI, A","1.16667"
"BARTHELEMY, M","VESPIGNANI, A","1.16667"
"PASTORSATORRAS, R","VESPIGNANI, A","4.75"
"MARITAN, A","VESPIGNANI, A","0.333333"
"BARRAT, A","WEIGT, M","1"
"BARRETO, E","SO, P","1.33333"
"BARRETO, E","GLUCKMANN, B","0.333333"
"SO, P","GLUCKMANN, B","0.333333"
"BARRETO, E","SCHIFF, S","0.333333"
"SO, P","SCHIFF, S","0.333333"
"GLUCKMANN, B","SCHIFF, S","0.333333"
"BARTHELEMY, M","GONDRAN, B","0.5"
"BARTHELEMY, M","GUICHARD, E","0.5"
"GONDRAN, B","GUICHARD, E","0.5"
"BATAGELJ, V","MRVAR, A","1"
"BATTISTON, S","CATANZARO, M","1"
"BATTY, M","LONGLEY, P","1"
"BAUER, M","BERNARD, D","1"
"BCHKLOVSKII, D","SCHIKORSKI, T","0.5"
"BCHKLOVSKII, D","STEVENS, C","0.5"
"SCHIKORSKI, T","STEVENS, C","0.5"
"BEARMAN, P","MOODY, J","0.5"
"BEARMAN, P","STOVEL, K","1.5"
"MOODY, J","STOVEL, K","0.5"
"BEKESSY, A","BEKESSY, P","0.5"
"BEKESSY, A","KOMLOS, J","0.5"
"BEKESSY, P","KOMLOS, J","0.5"
"BELYKH, I","BELYKH, V","1"
"BELYKH, I","HASLER, M","1"
"BELYKH, V","HASLER, M","1"
"BENDER, E","CANFIELD, E","1"
"KRAPIVSKY, P","BENNAIM, E","0.5"
"REDNER, S","BENNAIM, E","0.5"
"BENNAIM, E","FRAUENFELDER, H","0.5"
"BENNAIM, E","TOROCZKAI, Z","0.5"
"FRAUENFELDER, H","TOROCZKAI, Z","0.5"
"BERG, J","LASSIG, M","1.5"
"BERG, J","WAGNER, A","0.5"
"LASSIG, M","WAGNER, A","0.5"
"BARABASI, A","BERLOW, E","0.583333"
"STAUFFER, D","BERNARDES, A","0.833333"
"BERNARDES, A","COSTA, U","0.333333"
"STAUFFER, D","COSTA, U","0.333333"
"BERNARDES, A","ARAUJO, A","0.333333"
"COSTA, U","ARAUJO, A","0.333333"
"STAUFFER, D","ARAUJO, A","0.333333"
"BERNARDES, A","KERTESZ, J","0.5"
"STAUFFER, D","KERTESZ, J","0.5"
"BERNARD, H","KILLWORTH, P","1.25"
"BERNARD, H","EVANS, M","0.25"
"KILLWORTH, P","EVANS, M","0.25"
"BERNARD, H","MCCARTY, C","0.25"
"KILLWORTH, P","MCCARTY, C","0.25"
"EVANS, M","MCCARTY, C","0.25"
"BERNARD, H","SHELLEY, G","0.25"
"KILLWORTH, P","SHELLEY, G","0.25"
"EVANS, M","SHELLEY, G","0.25"
"MCCARTY, C","SHELLEY, G","0.25"
"BHAN, A","GALAS, D","0.5"
"CHUNG, F","GALAS, D","0.333333"
"LU, L","GALAS, D","0.333333"
"BHAN, A","DEWEY, T","0.5"
"GALAS, D","DEWEY, T","0.833333"
"CHUNG, F","DEWEY, T","0.333333"
"LU, L","DEWEY, T","0.333333"
"BIANCONI, G","CAPOCCI, A","1"
"BILKE, S","PETERSON, C","1"
"BLANCHARD, P","CHANG, C","0.5"
"BLANCHARD, P","KRUGER, T","0.5"
"CHANG, C","KRUGER, T","0.5"
"BLASIUS, B","HUPPERT, A","0.5"
"BLASIUS, B","STONE, L","0.5"
"HUPPERT, A","STONE, L","0.5"
"BLOWER, S","SAMUEL, M","0.5"
"BLOWER, S","WILEY, J","0.5"
"SAMUEL, M","WILEY, J","0.5"
"ARECCHI, F","BOCCALETTI, S","0.333333"
"PECORA, L","BOCCALETTI, S","0.5"
"BOCCALETTI, S","BRAGARD, J","1.08333"
"ARECCHI, F","BRAGARD, J","0.333333"
"BOCCALETTI, S","MANCINI, H","1.66667"
"BRAGARD, J","MANCINI, H","1.08333"
"ARECCHI, F","MANCINI, H","0.333333"
"BOCCALETTI, S","KURTHS, J","0.5"
"MANCINI, H","KURTHS, J","0.25"
"BOCCALETTI, S","VALLADARES, D","1.5"
"KURTHS, J","VALLADARES, D","0.5"
"MANCINI, H","VALLADARES, D","0.25"
"BOCCALETTI, S","OSIPOV, G","0.25"
"KURTHS, J","OSIPOV, G","0.583333"
"VALLADARES, D","OSIPOV, G","0.25"
"BOCCALETTI, S","ZHOU, C","0.25"
"KURTHS, J","ZHOU, C","1.75"
"VALLADARES, D","ZHOU, C","0.25"
"OSIPOV, G","ZHOU, C","0.25"
"BOCCALETTI, S","PELAEZ, A","0.5"
"PECORA, L","PELAEZ, A","0.5"
"BOCCALETTI, S","MAZA, D","0.583333"
"VALLADARES, D","MAZA, D","0.25"
"KURTHS, J","MAZA, D","0.25"
"MANCINI, H","MAZA, D","0.583333"
"PASTORSATORRAS, R","BOGUNA, M","2.08333"
"DIAZGUILERA, A","BOGUNA, M","0.333333"
"ARENAS, A","BOGUNA, M","0.333333"
"VESPIGNANI, A","BOGUNA, M","0.75"
"BOHLAND, J","MINAI, A","1"
"BOLLOBAS, B","RIORDAN, O","1.33333"
"BOLLOBAS, B","SPENCER, J","0.333333"
"RIORDAN, O","SPENCER, J","0.333333"
"BOLLOBAS, B","TUSNADY, G","0.333333"
"RIORDAN, O","TUSNADY, G","0.333333"
"SPENCER, J","TUSNADY, G","0.333333"
"BONANNO, G","LILLO, F","0.5"
"BONANNO, G","MANTEGNA, R","0.5"
"LILLO, F","MANTEGNA, R","0.5"
"STANLEY, H","MANTEGNA, R","1"
"BORDENS, M","GOMEZ, I","1"
"BORGATTI, S","EVERETT, M","1"
"BORGATTI, S","FOSTER, P","1"
"BORGERS, C","KOPELL, N","1"
"BORNHOLDT, S","EBEL, H","3.5"
"BORNHOLDT, S","ROHLF, T","1"
"BORNHOLDT, S","SCHUSTER, H","1"
"BOTA, M","DONG, H","0.5"
"BOTA, M","SWANSON, L","0.5"
"DONG, H","SWANSON, L","0.5"
"BRAGARD, J","MENDOZA, C","0.25"
"BOCCALETTI, S","MENDOZA, C","0.25"
"MANCINI, H","MENDOZA, C","0.25"
"BRAGARD, J","HENTSCHEL, H","0.25"
"BOCCALETTI, S","HENTSCHEL, H","0.5"
"MENDOZA, C","HENTSCHEL, H","0.25"
"MANCINI, H","HENTSCHEL, H","0.25"
"BREIGER, R","BOORMAN, S","1"
"BREIGER, R","ARABIE, P","0.5"
"BOORMAN, S","ARABIE, P","0.5"
"BRIN, S","PAGE, L","1.33333"
"BROADBENT, S","HAMMERSLEY, J","1"
"BRODER, A","KUMAR, R","0.142857"
"BRODER, A","MAGHOUL, F","0.142857"
"KUMAR, R","MAGHOUL, F","0.142857"
"BRODER, A","RAGHAVAN, P","0.142857"
"KUMAR, R","RAGHAVAN, P","0.67619"
"MAGHOUL, F","RAGHAVAN, P","0.142857"
"BRODER, A","RAJAGOPALAN, S","0.142857"
"KUMAR, R","RAJAGOPALAN, S","0.67619"
"MAGHOUL, F","RAJAGOPALAN, S","0.142857"
"RAGHAVAN, P","RAJAGOPALAN, S","0.92619"
"BRODER, A","STATA, R","0.142857"
"KUMAR, R","STATA, R","0.142857"
"MAGHOUL, F","STATA, R","0.142857"
"RAGHAVAN, P","STATA, R","0.142857"
"RAJAGOPALAN, S","STATA, R","0.142857"
"BRODER, A","TOMKINS, A","0.142857"
"KUMAR, R","TOMKINS, A","0.67619"
"MAGHOUL, F","TOMKINS, A","0.142857"
"RAGHAVAN, P","TOMKINS, A","0.92619"
"RAJAGOPALAN, S","TOMKINS, A","0.92619"
"STATA, R","TOMKINS, A","0.142857"
"BRODER, A","WIENER, J","0.142857"
"KUMAR, R","WIENER, J","0.142857"
"MAGHOUL, F","WIENER, J","0.142857"
"RAGHAVAN, P","WIENER, J","0.142857"
"RAJAGOPALAN, S","WIENER, J","0.142857"
"STATA, R","WIENER, J","0.142857"
"TOMKINS, A","WIENER, J","0.142857"
"BROIDA, A","CLAFFY, K","1"
"BUCHEL, C","COULL, J","0.5"
"BUCHEL, C","FRISTON, K","0.5"
"COULL, J","FRISTON, K","0.5"
"BUCOLO, M","FORTUNA, L","0.5"
"BUCOLO, M","LAROSA, M","0.5"
"FORTUNA, L","LAROSA, M","1"
"BUHL, J","GAUTRAIS, J","0.166667"
"BUHL, J","SOLE, R","0.166667"
"GAUTRAIS, J","SOLE, R","0.166667"
"NEWMAN, M","SOLE, R","1"
"PASTORSATORRAS, R","SOLE, R","1.83333"
"BUHL, J","KUNTZ, P","0.166667"
"GAUTRAIS, J","KUNTZ, P","0.166667"
"SOLE, R","KUNTZ, P","0.166667"
"BUHL, J","VALVERDE, S","0.166667"
"GAUTRAIS, J","VALVERDE, S","0.166667"
"SOLE, R","VALVERDE, S","3.16667"
"KUNTZ, P","VALVERDE, S","0.166667"
"BUHL, J","DENEUBOURG, J","0.166667"
"GAUTRAIS, J","DENEUBOURG, J","0.166667"
"SOLE, R","DENEUBOURG, J","0.166667"
"KUNTZ, P","DENEUBOURG, J","0.166667"
"VALVERDE, S","DENEUBOURG, J","0.166667"
"BUHL, J","THERAULAZ, G","0.166667"
"GAUTRAIS, J","THERAULAZ, G","0.166667"
"SOLE, R","THERAULAZ, G","0.166667"
"KUNTZ, P","THERAULAZ, G","0.166667"
"VALVERDE, S","THERAULAZ, G","0.166667"
"DENEUBOURG, J","THERAULAZ, G","0.166667"
"BURDA, Z","CORREIA, J","0.5"
"BURDA, Z","KRZYWICKI, A","1"
"CORREIA, J","KRZYWICKI, A","0.5"
"BURDA, Z","JURKIEWICZ, J","0.5"
"KRZYWICKI, A","JURKIEWICZ, J","0.5"
"BURIONI, R","CASSI, D","0.5"
"BURIONI, R","VEZZANI, A","0.5"
"CASSI, D","VEZZANI, A","0.5"
"BURNS, G","YOUNG, M","2.1"
"BUZSAKI, G","CHROBAK, J","1"
"BUZSAKI, G","GEISLER, C","0.333333"
"BUZSAKI, G","HENZE, D","0.333333"
"GEISLER, C","HENZE, D","0.333333"
"BUZSAKI, G","WANG, X","1.33333"
"GEISLER, C","WANG, X","0.333333"
"HENZE, D","WANG, X","0.333333"
"CAPOCCI, A","CALDARELLI, G","1.16667"
"PASTORSATORRAS, R","CALDARELLI, G","0.5"
"VESPIGNANI, A","CALDARELLI, G","0.5"
"BATTISTON, S","CALDARELLI, G","0.25"
"CALDARELLI, G","DELOSRIOS, P","1.33333"
"CAPOCCI, A","DELOSRIOS, P","0.833333"
"CALDARELLI, G","MUNOZ, M","0.333333"
"CAPOCCI, A","MUNOZ, M","0.333333"
"DELOSRIOS, P","MUNOZ, M","0.333333"
"CALDARELLI, G","COCCETTI, F","0.5"
"DELOSRIOS, P","COCCETTI, F","0.5"
"NEWMAN, M","CALLAWAY, D","0.583333"
"CALLAWAY, D","HOPCROFT, J","0.25"
"NEWMAN, M","HOPCROFT, J","0.25"
"CALLAWAY, D","KLEINBERG, J","0.25"
"HOPCROFT, J","KLEINBERG, J","0.25"
"NEWMAN, M","KLEINBERG, J","0.25"
"RAGHAVAN, P","KLEINBERG, J","0.25"
"RAJAGOPALAN, S","KLEINBERG, J","0.25"
"TOMKINS, A","KLEINBERG, J","0.25"
"CALLAWAY, D","STROGATZ, S","0.583333"
"HOPCROFT, J","STROGATZ, S","0.25"
"KLEINBERG, J","STROGATZ, S","0.25"
"NEWMAN, M","STROGATZ, S","1.58333"
"CALLAWAY, D","WATTS, D","0.333333"
"NEWMAN, M","WATTS, D","3.33333"
"STROGATZ, S","WATTS, D","2.33333"
"GUIMERA, R","CAMACHO, J","0.5"
"AMARAL, L","CAMACHO, J","0.5"
"CAMPBELL, N","REECE, J","1"
"CAMPBELL, S","WANG, D","0.5"
"CAMPBELL, S","JAYAPRAKASH, C","0.5"
"WANG, D","JAYAPRAKASH, C","0.5"
"CAPOCCI, A","SERVEDIO, V","0.333333"
"CALDARELLI, G","SERVEDIO, V","0.583333"
"BATTISTON, S","SERVEDIO, V","0.25"
"CAPOCCI, A","COLAIORI, F","0.333333"
"SERVEDIO, V","COLAIORI, F","0.333333"
"CALDARELLI, G","COLAIORI, F","0.333333"
"CARLSON, J","DOYLE, J","1"
"CARRERAS, B","LYNCH, V","0.833333"
"CARRERAS, B","DOBSON, I","0.333333"
"LYNCH, V","DOBSON, I","0.333333"
"CARRERAS, B","NEWMAN, D","0.666667"
"LYNCH, V","NEWMAN, D","0.333333"
"DOBSON, I","NEWMAN, D","0.333333"
"CARRERAS, B","DOLROU, I","0.333333"
"NEWMAN, D","DOLROU, I","0.333333"
"CARRERAS, B","POOLE, A","0.333333"
"NEWMAN, D","POOLE, A","0.333333"
"DOLROU, I","POOLE, A","0.333333"
"CARUSO, F","LATORA, V","0.333333"
"ALBERT, R","LATORA, V","0.333333"
"CARUSO, F","RAPISARDA, A","0.333333"
"LATORA, V","RAPISARDA, A","1.16667"
"CARUSO, F","TADIC, B","0.333333"
"LATORA, V","TADIC, B","0.333333"
"RAPISARDA, A","TADIC, B","0.333333"
"VESPIGNANI, A","CASTELLANO, C","0.5"
"CASTELLANO, C","VILONE, D","0.5"
"VESPIGNANI, A","VILONE, D","0.5"
"CATANIA, J","COATES, T","0.333333"
"CATANIA, J","KEGELS, S","0.333333"
"COATES, T","KEGELS, S","0.333333"
"CATANIA, J","FULLILOVE, M","0.333333"
"COATES, T","FULLILOVE, M","0.333333"
"KEGELS, S","FULLILOVE, M","0.333333"
"CHALLET, D","ZHANG, Y","1"
"CHAN, D","HUGHES, B","0.333333"
"CHAN, D","LEONG, A","0.333333"
"HUGHES, B","LEONG, A","0.333333"
"CHAN, D","REED, W","0.333333"
"HUGHES, B","REED, W","1.33333"
"LEONG, A","REED, W","0.333333"
"CHATE, H","PIKOVSKY, A","0.5"
"OSIPOV, G","PIKOVSKY, A","0.333333"
"KURTHS, J","PIKOVSKY, A","2.47619"
"CHATE, H","RUDZICK, O","0.5"
"PIKOVSKY, A","RUDZICK, O","0.5"
"HENTSCHEL, H","CHAVEZ, M","0.25"
"BOCCALETTI, S","CHAVEZ, M","0.583333"
"CHAVEZ, M","HWANG, D","0.583333"
"HENTSCHEL, H","HWANG, D","0.25"
"BOCCALETTI, S","HWANG, D","0.916667"
"CHAVEZ, M","AMANN, A","0.583333"
"HWANG, D","AMANN, A","0.583333"
"HENTSCHEL, H","AMANN, A","0.25"
"BOCCALETTI, S","AMANN, A","0.583333"
"CHEN, Q","CHANG, H","0.2"
"CHEN, Q","GOVINDAN, R","0.2"
"CHANG, H","GOVINDAN, R","0.2"
"CHEN, Q","JAMIN, S","0.2"
"CHANG, H","JAMIN, S","0.2"
"GOVINDAN, R","JAMIN, S","0.2"
"CHEN, Q","SHENKER, S","0.2"
"CHANG, H","SHENKER, S","0.2"
"GOVINDAN, R","SHENKER, S","0.2"
"JAMIN, S","SHENKER, S","0.2"
"CHEN, Q","WILLINGER, W","0.2"
"CHANG, H","WILLINGER, W","0.2"
"GOVINDAN, R","WILLINGER, W","0.2"
"JAMIN, S","WILLINGER, W","0.2"
"SHENKER, S","WILLINGER, W","0.2"
"CHEN, Y","RANGARAJAN, G","0.5"
"CHEN, Y","DING, M","0.5"
"RANGARAJAN, G","DING, M","0.5"
"CHERNIAK, C","CHANGIZI, M","0.833333"
"CHERNIAK, C","KANG, D","0.5"
"CHANGIZI, M","KANG, D","0.5"
"CHERNIAK, C","MOKHTARZADA, Z","0.333333"
"CHANGIZI, M","MOKHTARZADA, Z","0.333333"
"CHERNIAK, C","RODRIGUEZESTEBAN, R","0.333333"
"MOKHTARZADA, Z","RODRIGUEZESTEBAN, R","0.333333"
"CHANGIZI, M","RODRIGUEZESTEBAN, R","0.333333"
"ALON, U","CHKLOVSKII, D","0.2"
"CHKLOVSKII, D","KOULAKOV, A","1"
"CHKLOVSKII, D","MEL, B","0.5"
"CHKLOVSKII, D","SVOBODA, K","0.5"
"MEL, B","SVOBODA, K","0.5"
"CHOWELL, G","HYMAN, J","0.5"
"CHOWELL, G","EUBANK, S","0.5"
"HYMAN, J","EUBANK, S","0.5"
"CHUNG, F","VU, V","0.5"
"LU, L","VU, V","0.5"
"NEWMAN, M","CLAUSET, A","0.5"
"CLAUSET, A","MOORE, C","0.5"
"NEWMAN, M","MOORE, C","2.5"
"WATTS, D","MOORE, C","0.5"
"COHEN, J","BRIAND, F","0.5"
"COHEN, J","NEWMAN, C","0.5"
"BRIAND, F","NEWMAN, C","0.5"
"BARABASI, A","COHEN, R","0.25"
"COHEN, R","BENAVRAHAM, D","1.91667"
"BARABASI, A","BENAVRAHAM, D","0.25"
"COHEN, R","HAVLIN, S","2.91667"
"BENAVRAHAM, D","HAVLIN, S","1.91667"
"BARABASI, A","HAVLIN, S","0.25"
"COHEN, R","EREZ, K","0.333333"
"BENAVRAHAM, D","EREZ, K","0.333333"
"HAVLIN, S","EREZ, K","0.333333"
