"park_id","user_id","park_name","stars"
"81lmOzUBOrDE0kxvALxGRA","Zq1J3jo27l5m2ntTZPOSgA","Shawnee Bark Park",4
"eGj1NnvbIUVWgDYQWEOwQg","fczQCSmaWF78toLEmb0Zsw","PetSmart Dog Park at Washington Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","q0KigjVBtb6dfRjX3QJbsQ","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","fczQCSmaWF78toLEmb0Zsw","Chaparral Dog Park",4
"lQpdn4RvgG9vT5CHv3qj9w","K4Y9RI_c4V3ily41dzom5g","Rose Mofford Sports Complex Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","uqWBAD5itLYLN51QFXWQAw","Chaparral Dog Park",3
"eGj1NnvbIUVWgDYQWEOwQg","HY9qpAamqLXFoa7xMwNntg","PetSmart Dog Park at Washington Park",3
"iYurRVLT_6WIu5cc-bwQNQ","7tF1MbSK2oH6KM_y6xkB1g","Quail Run Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","CJkY0WOCNfCuv0HAbB2cjw","Chaparral Dog Park",5
"iYurRVLT_6WIu5cc-bwQNQ","3XH6UJhyiUF69njou8S86w","Quail Run Park",4
"ldyS8f473wv4o9-AHO0ZIQ","BFzp34CongI8FAnFrC4WNA","RJ Dog Park at Pecos Park",3
"jPsSPQpDd_x1AFw6Ts4wKw","uqWBAD5itLYLN51QFXWQAw","Grovers Basin Dog Park",2
"eGj1NnvbIUVWgDYQWEOwQg","huE7A2WBkTJTyEr2K8Owzw","PetSmart Dog Park at Washington Park",5
"oD3K3aT52uNdLaYmGnRV8A","PC1gZs5Ns5Wd76CL1MMsmQ","Papago Dog Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","eRtuJOuHBXoJ3GRlAe_eTw","Chaparral Dog Park",5
"ldyS8f473wv4o9-AHO0ZIQ","0H9ne5frm1GjO6TjUwbxlw","RJ Dog Park at Pecos Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","khPlizt3ava1xkbtAxHQnw","Chaparral Dog Park",5
"81lmOzUBOrDE0kxvALxGRA","kqJm4TfrB4631OV-H5c-4Q","Shawnee Bark Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","pOim-Tccfc6Aw0ynGdPmYw","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","PC1gZs5Ns5Wd76CL1MMsmQ","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","zqnAdayPsak5dbLF2gEvNw","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","u-PhF5rSIRyLbX59UWqMig","Chaparral Dog Park",4
"jPsSPQpDd_x1AFw6Ts4wKw","6N1qmSdYxhUsp2ouZDZlGA","Grovers Basin Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","UsULgP4bKA8RMzs8dQzcsA","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","xUqrfVqJ_vewMKngZU0v5Q","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","AYGHNy8gPxl2Q-etTT3hZw","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","4ozupHULqGyO42s3zNUzOQ","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","IzI6_sLKKqOTtIrHcH1ULw","Chaparral Dog Park",3
"FWIvOa28jn15bvKIqqYgvQ","1rcKVcEdGpuAjUSfNU4FoA","Horizon Dog Park",4
"jPsSPQpDd_x1AFw6Ts4wKw","YwsP21V2ATnquSHJqQj00Q","Grovers Basin Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","eDjNezOwrm7l0fuEiiXEbA","Chaparral Dog Park",5
"lQpdn4RvgG9vT5CHv3qj9w","vzwS0Hy3J5r3URvQ3eJr5A","Rose Mofford Sports Complex Dog Park",4
"ldyS8f473wv4o9-AHO0ZIQ","lC4X2crUuxT9Ac9BlOX4Uw","RJ Dog Park at Pecos Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","caELu3OqZm8LkdikpmEB4w","Chaparral Dog Park",5
"lQpdn4RvgG9vT5CHv3qj9w","n_lAaNGeWgspbbCJc0DqRg","Rose Mofford Sports Complex Dog Park",4
"FWIvOa28jn15bvKIqqYgvQ","aGVgkhy_nhNY7_9xGdNbqw","Horizon Dog Park",4
"4gApv70pZpHkRDGdC4ZrxA","rAAgOfBRswWzbBhcmyyUMA","Sahuaro Ranch Dog Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","gq_G5VCDziyEV2-bzGuqzw","Chaparral Dog Park",5
"81lmOzUBOrDE0kxvALxGRA","gsyguOgT2Dnjw-OYw14XDw","Shawnee Bark Park",2
"81lmOzUBOrDE0kxvALxGRA","VA5zvXwaaj81_tjiQCH2mg","Shawnee Bark Park",4
"0wcIW43ZFTeVFmRMvylZxQ","uZbTb-u-GVjTa2gtQfry5g","Tempe Sports Complex",4
"_1QQZuf4zZOyFCvXc0o6Vg","6h5PM9BhvhECbQ7ojgoNXQ","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","DWYH3H49-KhUoJX7TfidaQ","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","e8Ux_b9e3OGceknRqi44WA","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","ysV8DGKNTTC0LSACW8Q_7g","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","W9n_ZyVCXD0HfPqn6qriOw","Chaparral Dog Park",3
"oD3K3aT52uNdLaYmGnRV8A","Vr-ARZP1dA2iXw91nvBmjQ","Papago Dog Park",3
"0wcIW43ZFTeVFmRMvylZxQ","5x2spJLSHBpiFJZv2tMrtw","Tempe Sports Complex",5
"_1QQZuf4zZOyFCvXc0o6Vg","ZyntP_awJOJHiXVoiJlHvg","Chaparral Dog Park",5
"81lmOzUBOrDE0kxvALxGRA","rO3WEI9L-_deUR9-JHuNQw","Shawnee Bark Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","hiDNpCsV6t_NU_GczYtsPg","Chaparral Dog Park",4
"81lmOzUBOrDE0kxvALxGRA","lC4X2crUuxT9Ac9BlOX4Uw","Shawnee Bark Park",4
"lQpdn4RvgG9vT5CHv3qj9w","ZW6J3hLaTgy7ygZ6V0ZXug","Rose Mofford Sports Complex Dog Park",5
"eGj1NnvbIUVWgDYQWEOwQg","q9XgOylNsSbqZqF_SO3-OQ","PetSmart Dog Park at Washington Park",4
"0wcIW43ZFTeVFmRMvylZxQ","EPROVap0M19Y6_4uf3eCmQ","Tempe Sports Complex",4
"81lmOzUBOrDE0kxvALxGRA","EMpFiVyiaMS58XsLZdS6vA","Shawnee Bark Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","nM3vfxr6fcnN_nXdzwbVCw","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","xNOOF142vmZEvASQ1g2QSQ","Chaparral Dog Park",3
"81lmOzUBOrDE0kxvALxGRA","9DsjEVQ_YSj8bXx9fAgNcA","Shawnee Bark Park",5
"4gApv70pZpHkRDGdC4ZrxA","5y0N0fTEg_ZGEGDGzzRTdg","Sahuaro Ranch Dog Park",4
"81lmOzUBOrDE0kxvALxGRA","6uiCxbxpNSt1bWYT2xwAsA","Shawnee Bark Park",4
"sGc0p_EuJzgm-Q3Mjb0jVw","gsyguOgT2Dnjw-OYw14XDw","West Chandler Bark Park",1
"_1QQZuf4zZOyFCvXc0o6Vg","iC7NVBmkzRl4rKEU5MWS0A","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","FNelRmiOrw4P2sfNME2Qhw","Chaparral Dog Park",5
"lQpdn4RvgG9vT5CHv3qj9w","gUXfVNgnNF9WU73T-d-FKQ","Rose Mofford Sports Complex Dog Park",4
"81lmOzUBOrDE0kxvALxGRA","At7cNBShE1OErhavh4Q9Hg","Shawnee Bark Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","GZZs7288ZoIz2hx_vcAVUw","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","FprptlFwsq6xivqIhawHoQ","Chaparral Dog Park",2
"lQpdn4RvgG9vT5CHv3qj9w","lC4X2crUuxT9Ac9BlOX4Uw","Rose Mofford Sports Complex Dog Park",4
"eGj1NnvbIUVWgDYQWEOwQg","W_QXYA7A0IhMrvbckz7eVg","PetSmart Dog Park at Washington Park",4
"0wcIW43ZFTeVFmRMvylZxQ","et0EUHypAoRQQLxhgL47XA","Tempe Sports Complex",4
"_1QQZuf4zZOyFCvXc0o6Vg","Q6FaSZpCtVv7PXECwDL1bg","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","e4TQFVfepzHf--hnBsjntg","Chaparral Dog Park",2
"_1QQZuf4zZOyFCvXc0o6Vg","O40m0iBNlHOYbMQ1fvacQg","Chaparral Dog Park",4
"ldyS8f473wv4o9-AHO0ZIQ","xQdQWpBWKxQ8xhuGOPzyow","RJ Dog Park at Pecos Park",4
"EmWd7ZHgDgLDjtDmTtZq5w","w1LjSa5wMexRIQ-82LKWmQ","Crossroads Park",5
"eGj1NnvbIUVWgDYQWEOwQg","hNzMjcsim3RIjZxHt-fwRA","PetSmart Dog Park at Washington Park",4
"lQpdn4RvgG9vT5CHv3qj9w","WJkmgkrSPMHTfDTD3VgqqA","Rose Mofford Sports Complex Dog Park",5
"FWIvOa28jn15bvKIqqYgvQ","7jWmd57QoJnq2q4QyvVS2Q","Horizon Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","w4suxL1zlxsihVlugZZDAQ","Chaparral Dog Park",4
"eGj1NnvbIUVWgDYQWEOwQg","6kmu0mYbdpMIOZ6Y0eVsxg","PetSmart Dog Park at Washington Park",4
"eGj1NnvbIUVWgDYQWEOwQg","-QT_e-7VSun5c2z85k_k5A","PetSmart Dog Park at Washington Park",3
"lQpdn4RvgG9vT5CHv3qj9w","YPk47NcyWSkk-541OxyzMQ","Rose Mofford Sports Complex Dog Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","dqAuwYF8ysSIekEV-IvFOQ","Chaparral Dog Park",1
"_1QQZuf4zZOyFCvXc0o6Vg","M93I4fHwf99NmT_xz8C0gA","Chaparral Dog Park",5
"jPsSPQpDd_x1AFw6Ts4wKw","rPGZttaVjRoVi3GYbs62cg","Grovers Basin Dog Park",4
"eGj1NnvbIUVWgDYQWEOwQg","txMhhj8rJOViJe-TlO4yJg","PetSmart Dog Park at Washington Park",4
"jPsSPQpDd_x1AFw6Ts4wKw","khPlizt3ava1xkbtAxHQnw","Grovers Basin Dog Park",1
"_1QQZuf4zZOyFCvXc0o6Vg","sPEFql7fLp0oouFxnooGpQ","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","DOq_7xxoVaZ-KV8mlVm_sQ","Chaparral Dog Park",1
"_1QQZuf4zZOyFCvXc0o6Vg","7T2ul_LOzArDKjfVRDt-JA","Chaparral Dog Park",4
"sGc0p_EuJzgm-Q3Mjb0jVw","xUzf_XwfPCD5xFP7cwh49A","West Chandler Bark Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","LK6tFwz7dk7Nl0bJdoW8Dw","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","iPBdvOGcVmuSuiCEKrQoPQ","Chaparral Dog Park",4
"jPsSPQpDd_x1AFw6Ts4wKw","JNAzYLB6OvCZLYlIPDo03g","Grovers Basin Dog Park",2
"_1QQZuf4zZOyFCvXc0o6Vg","MWt24-6bfv_OHLKhwMQ0Tw","Chaparral Dog Park",5
"lQpdn4RvgG9vT5CHv3qj9w","MK_-5KGVIdV2MvR2EP93xg","Rose Mofford Sports Complex Dog Park",4
"0wcIW43ZFTeVFmRMvylZxQ","9cLBI7hhgScn3lHjY4nAaQ","Tempe Sports Complex",4
"jPsSPQpDd_x1AFw6Ts4wKw","R7XtOWCTIh-VzdVDu9iYmA","Grovers Basin Dog Park",1
"_1QQZuf4zZOyFCvXc0o6Vg","vTqIQXtnJvC_iHY07gAULA","Chaparral Dog Park",2
"_1QQZuf4zZOyFCvXc0o6Vg","9UNGbiE9k0fvMpCMJp0Gww","Chaparral Dog Park",5
"IX5FfZL4P7WGOG-xwdD4wA","3w8MrAftLHUpcw2TkeEqEA","Roscoe Park",3
"eGj1NnvbIUVWgDYQWEOwQg","BGzYj1GQ1gwIhd5cYIfU8A","PetSmart Dog Park at Washington Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","xgqxRjWRQvGPr8h3IA8OwQ","Chaparral Dog Park",4
"ldyS8f473wv4o9-AHO0ZIQ","uZbTb-u-GVjTa2gtQfry5g","RJ Dog Park at Pecos Park",4
"ldyS8f473wv4o9-AHO0ZIQ","59JsZqiwc_yDEk1l6xhnKA","RJ Dog Park at Pecos Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","e5YZvlSRknGmROE209SF3Q","Chaparral Dog Park",4
"eGj1NnvbIUVWgDYQWEOwQg","B4K5ruafil9RSDiTIL-1Bw","PetSmart Dog Park at Washington Park",4
"eGj1NnvbIUVWgDYQWEOwQg","GnZWh25MyJD1d5FMKl3QmA","PetSmart Dog Park at Washington Park",4
"0wcIW43ZFTeVFmRMvylZxQ","jqVeTSin5GeRm0ceSg-PBA","Tempe Sports Complex",5
"lQpdn4RvgG9vT5CHv3qj9w","V_NaUUcLx7e-hFRyGOsOBA","Rose Mofford Sports Complex Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","aGVgkhy_nhNY7_9xGdNbqw","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","VjiVd3vR2q7bJafUvDys4A","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","QKW7sYPWPSsIcWqSiDzChQ","Chaparral Dog Park",4
"oD3K3aT52uNdLaYmGnRV8A","et0EUHypAoRQQLxhgL47XA","Papago Dog Park",1
"_1QQZuf4zZOyFCvXc0o6Vg","jqs0xPGhZwlyijqWLEgRyg","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","RCjuKSuPezW6qI3ZKgkncA","Chaparral Dog Park",5
"FWIvOa28jn15bvKIqqYgvQ","90a6z--_CUrl84aCzZyPsg","Horizon Dog Park",4
"0wcIW43ZFTeVFmRMvylZxQ","cVrh_fc0YYoGJF_Z4KYIJg","Tempe Sports Complex",5
"eGj1NnvbIUVWgDYQWEOwQg","n_lAaNGeWgspbbCJc0DqRg","PetSmart Dog Park at Washington Park",4
"eGj1NnvbIUVWgDYQWEOwQg","nc3cqVN0UuB3m50-CcMftw","PetSmart Dog Park at Washington Park",4
"81lmOzUBOrDE0kxvALxGRA","6xCG90N3So4NGMH0oZgj5A","Shawnee Bark Park",4
"ldyS8f473wv4o9-AHO0ZIQ","JffajLV-Dnn-eGYgdXDxFg","RJ Dog Park at Pecos Park",4
"FWIvOa28jn15bvKIqqYgvQ","1BW2HC851fJKPfJeQxjkTA","Horizon Dog Park",3
"ldyS8f473wv4o9-AHO0ZIQ","jqs0xPGhZwlyijqWLEgRyg","RJ Dog Park at Pecos Park",2
"_1QQZuf4zZOyFCvXc0o6Vg","kGgAARL2UmvCcTRfiscjug","Chaparral Dog Park",4
"81lmOzUBOrDE0kxvALxGRA","fu3Y_E-v_EalSsAbTdrghg","Shawnee Bark Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","NBOHEUQGMD56HRE3xPbGow","Chaparral Dog Park",5
"81lmOzUBOrDE0kxvALxGRA","8EkcyLCo0ArQvwjEtGhVeA","Shawnee Bark Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","1Dh-8C7Wc_WKUibIiRoF5g","Chaparral Dog Park",5
"lQpdn4RvgG9vT5CHv3qj9w","YgucNL2tibnjEmDLqHPqow","Rose Mofford Sports Complex Dog Park",4
"lQpdn4RvgG9vT5CHv3qj9w","qKlJD43nB9fKaZEkMqiJQQ","Rose Mofford Sports Complex Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","yCVNPcZRNv9m-Q-PV4csRg","Chaparral Dog Park",4
"eGj1NnvbIUVWgDYQWEOwQg","lC4X2crUuxT9Ac9BlOX4Uw","PetSmart Dog Park at Washington Park",3
"FWIvOa28jn15bvKIqqYgvQ","4ywb0jhJePq3eNvDgIAGGw","Horizon Dog Park",2
"FWIvOa28jn15bvKIqqYgvQ","qHKPuwfIJOw2VBGiUazcXg","Horizon Dog Park",4
"81lmOzUBOrDE0kxvALxGRA","jqs0xPGhZwlyijqWLEgRyg","Shawnee Bark Park",4
"81lmOzUBOrDE0kxvALxGRA","yGzrkjrjRI9TRdjAAMc5dQ","Shawnee Bark Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","ih_cWVP7G82Iha3rMAEkNQ","Chaparral Dog Park",4
"81lmOzUBOrDE0kxvALxGRA","QpojpZCkxbVWxUcwMWcmCg","Shawnee Bark Park",5
"jPsSPQpDd_x1AFw6Ts4wKw","AA2QzaCSRgcJVswAn6CHUQ","Grovers Basin Dog Park",4
"jPsSPQpDd_x1AFw6Ts4wKw","Mex8qXT7nR89uTKX_qtgSA","Grovers Basin Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","cdzZkNL2XQ8eekkCe2wudQ","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","nDP1Ry-y5x-lZeOwULY88w","Chaparral Dog Park",5
"0wcIW43ZFTeVFmRMvylZxQ","cMmQsFyrYBv6hIE6NffqZQ","Tempe Sports Complex",4
"_1QQZuf4zZOyFCvXc0o6Vg","onWc8uutW3q9q8KYdxqvZA","Chaparral Dog Park",5
"ldyS8f473wv4o9-AHO0ZIQ","g6ZEPqj8OEddVLVhk1sGWg","RJ Dog Park at Pecos Park",2
"_1QQZuf4zZOyFCvXc0o6Vg","7RXtu3n5OfNsgmRT3b2x7Q","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","6rZ8O4ml4UhzZZTqNqYUgw","Chaparral Dog Park",4
"jPsSPQpDd_x1AFw6Ts4wKw","l9pvUVw8DShTeS_U92lj5Q","Grovers Basin Dog Park",1
"81lmOzUBOrDE0kxvALxGRA","xQdQWpBWKxQ8xhuGOPzyow","Shawnee Bark Park",5
"0wcIW43ZFTeVFmRMvylZxQ","6OWHDbEq23f24Vki_veHBA","Tempe Sports Complex",4
"_1QQZuf4zZOyFCvXc0o6Vg","_Vg2vXkC_8_owQhHRUjzUQ","Chaparral Dog Park",4
"EmWd7ZHgDgLDjtDmTtZq5w","H7vCTn00KcfXf__5m65zpg","Crossroads Park",4
"jPsSPQpDd_x1AFw6Ts4wKw","OsYh3jArm6fgozczE85ZeQ","Grovers Basin Dog Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","DJzbBORAJjTiTzFCEdoMQQ","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","JnDcxjJPCm4LbDF72l4nqA","Chaparral Dog Park",3
"IX5FfZL4P7WGOG-xwdD4wA","KjGKNM9zEVIhiNEIS_RsHw","Roscoe Park",5
"FWIvOa28jn15bvKIqqYgvQ","iAD9GVUI8m5KaHgi1CnJBQ","Horizon Dog Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","palND-kF1qpMLhkcgAnSxA","Chaparral Dog Park",4
"jPsSPQpDd_x1AFw6Ts4wKw","oCjrFKcvqVACBkVh3LTqwQ","Grovers Basin Dog Park",2
"FWIvOa28jn15bvKIqqYgvQ","omGocLsyIYeiHPviDOAa3w","Horizon Dog Park",4
"FWIvOa28jn15bvKIqqYgvQ","xUqrfVqJ_vewMKngZU0v5Q","Horizon Dog Park",4
"oD3K3aT52uNdLaYmGnRV8A","ysINNe8YpbOW_-5T5CSyhw","Papago Dog Park",4
"81lmOzUBOrDE0kxvALxGRA","UsULgP4bKA8RMzs8dQzcsA","Shawnee Bark Park",2
"eGj1NnvbIUVWgDYQWEOwQg","6ts41fCsDKHbFZaKOMNmVQ","PetSmart Dog Park at Washington Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","Zwtx7FLZcK5F2P0-Tz8mHg","Chaparral Dog Park",5
"eGj1NnvbIUVWgDYQWEOwQg","dUZ8aLUiX3_zq83nnlytjQ","PetSmart Dog Park at Washington Park",2
"_1QQZuf4zZOyFCvXc0o6Vg","7o7MF9B9lxcWupE8jiLOaQ","Chaparral Dog Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","joEN2Mx6n2FNzsIrR0CpjQ","Chaparral Dog Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","hFtlFksrcLaWHGPNa6SmeA","Chaparral Dog Park",4
"EmWd7ZHgDgLDjtDmTtZq5w","EWWiBuidTJtHGSYM21i9iQ","Crossroads Park",4
"0wcIW43ZFTeVFmRMvylZxQ","w1LjSa5wMexRIQ-82LKWmQ","Tempe Sports Complex",5
"lQpdn4RvgG9vT5CHv3qj9w","7_uyYBkboFxOm_yemL6cTg","Rose Mofford Sports Complex Dog Park",5
"0wcIW43ZFTeVFmRMvylZxQ","DhmTnRzhuzOLgo_RdQcYtA","Tempe Sports Complex",4
"lQpdn4RvgG9vT5CHv3qj9w","_7QOC4oFtzx7j7B-TrVJJw","Rose Mofford Sports Complex Dog Park",4
"lQpdn4RvgG9vT5CHv3qj9w","KuPscbI0KPxudSMPZIcrCA","Rose Mofford Sports Complex Dog Park",5
"eGj1NnvbIUVWgDYQWEOwQg","fwTcRziQWLR61LDDm_NxYw","PetSmart Dog Park at Washington Park",3
"4gApv70pZpHkRDGdC4ZrxA","YLmqAaR7T0j6zVObo4yHVg","Sahuaro Ranch Dog Park",5
"0wcIW43ZFTeVFmRMvylZxQ","q9XgOylNsSbqZqF_SO3-OQ","Tempe Sports Complex",4
"jPsSPQpDd_x1AFw6Ts4wKw","e8Ux_b9e3OGceknRqi44WA","Grovers Basin Dog Park",3
"_1QQZuf4zZOyFCvXc0o6Vg","ND95DgvN7ba8MabfXE3lsw","Chaparral Dog Park",4
"eGj1NnvbIUVWgDYQWEOwQg","VBPjlX_aIvXslr0CqlKN5g","PetSmart Dog Park at Washington Park",4
"_1QQZuf4zZOyFCvXc0o6Vg","lt8EDfC80IpHzGKlj8qGpA","Chaparral Dog Park",5
"_1QQZuf4zZOyFCvXc0o6Vg","90a6z--_CUrl84aCzZyPsg","Chaparral Dog Park",5
"jPsSPQpDd_x1AFw6Ts4wKw","m7j9e53ycZxjWYBD7rZVng","Grovers Basin Dog Park",4
"oD3K3aT52uNdLaYmGnRV8A","YN3ZLOdg8kpnfbVcIhuEZA","Papago Dog Park",3
